,Unnamed: 0,sample_id,source_id,source_subject,source_domain,target_domain,target_subject,target_field,relations,source_paragraph,target_paragraph,sum_vote_analogy,analogy_type,not_analogy_reasons,is_train,count_annotations,target_events_order,target_new_events_order,explanation,new_paragraph
110,2524,1131How do cells build tissue?,1131,How do bees make a hive?,Natural Sciences,Biomedical and Health Sciences,How do cells build tissue?,Biomedical and Health Sciences,"(bees, collect, nectar) like (cells, collect, nutrients)
 (bees, secrete, wax) like (cells, secrete, proteins)
 (bees, construct, honeycomb) like (cells, construct, extracellular matrix)","Bees collect nectar from flowers and secrete wax in order to construct a hive. The wax is used to form the honeycomb structure that serves as the foundation of the hive. The honeycomb structure is composed of hexagonal cells, which are used by bees to store nectar and pollen. By collecting, secreting, and constructing the wax, bees are able to create the perfect environment for their hive.","Cells build tissue by collecting nutrients and secreting proteins.
 The proteins help to construct an extracellular matrix that binds the cells together, forming the tissue.
 The extracellular matrix also provides structural support, allowing the cells to interact and coordinate with one another.
 The cells also secrete molecules, such as hormones and growth factors, which help to regulate the growth and development of the tissue.",3.0,far analogy,,,,"[1]: Cells collect nutrients and secret proteins.
[2]: Proteins help to construct an extracellular matrix that binds the cells together, forming the tissue.
[3]: The extracellular matrix provides structural support, allowing the cells to interact and coordinate with one another.
[4]: Cells secrete molecules, such as hormones and growth factors, to regulate the growth and development of tissue.","[1]: Cells collect nutrients and secret proteins.
[2]: The extracellular matrix provides structural support, allowing the cells to interact and coordinate with one another.
[3]: Proteins help to construct an extracellular matrix that binds the cells together, forming the tissue.
[4]: Cells secrete molecules, such as hormones and growth factors, to regulate the growth and development of tissue.","In the INPUT_PARAGRAPH_ORDER, [2]""Proteins help to construct an extracellular matrix that binds together the cells, forming the tissue."" is a prerequisite to [3]""The extracellular matrix provides structural support, allowing the cells to interact and coordinate with one another."" because the extracellular matrix must first be formed by the secretion of proteins before it can provide structural support. In the NEW_PARAGRAPH_ORDER, [3] comes before [2], which is illogical because the matrix should be formed first before it can provide support.","[1] Cells collect nutrients and secret proteins. [2] The extracellular matrix then provides structural support, allowing the cells to interact and coordinate with one another. [3] After the matrix is formed, proteins help to construct an extracellular matrix that binds the cells together, forming the tissue. [4] Finally, cells secrete molecules, such as hormones and growth factors, to regulate the growth and development of tissue."
111,2563,1136How do submarines navigate in the dark?,1136,How do owls hunt at night?,Natural Sciences,Engineering,How do submarines navigate in the dark?,Mechanical Engineering,"(owls, use, vision) like (submarines, use, sonar)
 (owls, detect, prey) like (submarines, detect, objects)
 (owls, fly, silently) like (submarines, move, silently)","Owls have adapted to hunt at night by using their vision. They have excellent vision, allowing them to detect their prey in dim light. They also fly silently, which helps them to sneak up on their prey without being noticed. By using their vision and flying silently, owls are able to locate and capture prey in the dark.","Submarines use sonar to detect objects around them in the dark. Sonar works by sending sound waves out into the environment and listening for the echoes that come back. This allows submarines to detect objects in the water, even in darkness. Submarines also use this sonar to move silently, as the sound waves can be used to detect changes in the environment and help the submarine to navigate.",3.0,far analogy,,,,"[1]: Submarines use sonar to detect objects around them in the dark.
[2]: Sonar works by sending sound waves out into the environment and listening for the echoes that come back.
[3]: This allows submarines to detect objects in the water, even in darkness.
[4]: Submarines also use this sonar to move silently, as the sound waves can be used to detect changes in the environment and help the submarine to navigate.","[1]: Submarines use sonar to detect objects around them in the dark.
[2]: This allows submarines to detect objects in the water, even in darkness.
[3]: Submarines also use this sonar to move silently, as the sound waves can be used to detect changes in the environment and help the submarine to navigate.
[4]: Sonar works by sending sound waves out into the environment and listening for the echoes that come back.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: Sonar works by sending sound waves out into the environment and listening for the echoes that come back."" must happen before ""[3]: This allows submarines to detect objects in the water, even in darkness."" and ""[4]: Submarines also use this sonar to move silently, as the sound waves can be used to detect changes in the environment and help the submarine to navigate."" because the understanding of how sonar works is a prerequisite for the functioning of sonar in detecting objects and helping submarines to navigate. In NEW_PARAGRAPH_ORDER, the explanation of how sonar works comes after its applications which is not logical, since understanding of how sonar operates is required before it can be used effectively.","[1] Submarines use sonar to detect objects around them in the dark. [2] This allows submarines to detect objects in the water, even in darkness. [3] Submarines also use this sonar to move silently, as the sound waves can be used to detect changes in the environment and help the submarine to navigate. [4] After all these, sonar works by sending sound waves out into the environment and listening for the echoes that come back."
112,2567,1136How do cats hunt in the dark?,1136,How do owls hunt at night?,Natural Sciences,Social Sciences,How do cats hunt in the dark?,Animal Behavior,"(owls, use, night vision) like (cats, use, night vision)
 (owls, locate, prey) like (cats, locate, prey)
 (owls, swoop, prey) like (cats, pounce, prey)","Owls have an incredible night vision, which helps them to locate their prey in the dark.
 Using their enhanced sight, they can easily spot their prey and swoop down to catch it.
 Their night vision also gives them the advantage of surprise, allowing them to swoop in undetected and catch their unsuspecting prey.","Cats have an incredible ability to hunt in the dark. They use their night vision to locate prey in low light conditions. The cats will then stalk and pounce on the prey to catch it. This process is made easier by their natural night vision, which helps them locate and track prey in the dark.",3.0,close analogy,,,,"[1]: Cats use their night vision to locate prey in low light conditions.
[2]: Cats stalk and pounce on the prey to catch it.
[3]: Cats' natural night vision helps them locate and track prey in the dark.","[1]: Cats stalk and pounce on the prey to catch it.
[2]: Cats use their night vision to locate prey in low light conditions.
[3]: Cats' natural night vision helps them locate and track prey in the dark.","By looking at INPUT_PARAGRAPH_ORDER, it is evident that ""[1]: Cats use their night vision to locate prey in low light conditions."" must happen before ""[2]: Cats stalk and pounce on the prey to catch it."" because the cats need to first locate their prey through night vision before they can stalk and pounce on it. Therefore, in the NEW_PARAGRAPH_ORDER, the process is illogical as the cats are shown to stalk and pounce on the prey before even locating the prey with their night vision.","[1] Cats stalk and pounce on the prey to catch it. [2] After catching the prey, cats use their night vision to locate prey in low light conditions. [3] Their natural night vision helps them locate and track prey in the dark."
113,2569,1136How do bats locate their prey in the dark?,1136,How do owls hunt at night?,Natural Sciences,Biomedical and Health Sciences,How do bats locate their prey in the dark?,Biomedical and Health Sciences,"(owls, use, sound waves) like (bats, use, echolocation)
 (owls, detect, prey) like (bats, detect, prey)
 (owls, locate, prey) like (bats, locate, prey)","Owls are able to hunt at night by using sound waves.
 They use their specialized facial disc to send out sound waves and detect the prey.
 The sound waves bounce off the objects and owls are able to locate the prey by interpreting the echoes. The owls also have an incredible sense of hearing which enables them to hone in on the prey.","Bats use a special technique called echolocation to hunt in the dark.
 They emit high-frequency sound waves and detect the echoes that bounce off of nearby objects, which helps them locate their prey.
 The echoes allow the bats to detect the size, shape, and distance of the prey so they can locate it quickly and accurately.",3.0,close analogy,,,,"[1]: Bats use a special technique called echolocation to hunt in the dark.
[2]: They emit high-frequency sound waves and detect the echoes that bounce off of nearby objects, which helps them locate their prey.
[3]: The echoes allow the bats to detect the size, shape, and distance of the prey so they can locate it quickly and accurately.","[1]: Bats use a special technique called echolocation to hunt in the dark.
[2]: The echoes allow the bats to detect the size, shape, and distance of the prey so they can locate it quickly and accurately.
[3]: They emit high-frequency sound waves and detect the echoes that bounce off of nearby objects, which helps them locate their prey.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: They emit high-frequency sound waves and detect the echoes that bounce off of nearby objects, which helps them locate their prey."" must occur before ""[3]: The echoes allow the bats to detect the size, shape, and distance of the prey so they can locate it quickly and accurately."" This is because the bats need to emit the sound waves first in order to detect the echoes. In NEW_PARAGRAPH_ORDER, the events have been rearranged so the bats are detecting echoes before they have emitted the sound waves, which is not possible and thus it is illogical.","[1] Bats use a special technique called echolocation to hunt in the dark. [2] The echoes allow the bats to detect the size, shape, and distance of the prey so they can locate it quickly and accurately. [3] After detecting their prey, they emit high-frequency sound waves and detect the echoes that bounce off of nearby objects, which helps them locate their prey."
114,2580,1137How does the human immune system respond to a virus?,1137,How do owls hunt at night?,Natural Sciences,Biomedical and Health Sciences,How does the human immune system respond to a virus?,Biomedical and Health Sciences,"(owls, use, sharp vision) like (immune system, use, antibodies)
 (owls, locate, prey) like (immune system, locate, pathogens)
 (owls, swoop, silently) like (immune system, attack, aggressively)","Owls have the unique ability to hunt at night. They use their sharp vision to locate their prey even in the dark. As they spot their target, they swoop down silently to capture it. This is made possible by their exceptional night vision and their silent flying abilities.","When a virus invades the body, the human immune system responds by using antibodies to locate and attack the pathogens.
 The antibodies identify the virus and then aggressively attack it to destroy it and protect the body from infection. The immune system also produces white blood cells to help fight off the virus and prevent further infection.",3.0,far analogy,,,,"[1]: A virus invades the body.
[2]: The human immune system responds by using antibodies to locate the virus.
[3]: The antibodies identify and aggressively attack the virus to destroy it.
[4]: The immune system creates white blood cells to help fight off the virus.","[1]: A virus invades the body.
[2]: The immune system creates white blood cells to help fight off the virus.
[3]: The human immune system responds by using antibodies to locate the virus.
[4]: The antibodies identify and aggressively attack the virus to destroy it.","The original INPUT_PARAGRAPH_ORDER makes sense because ""[2]: The human immune system responds by using antibodies to locate the virus."" must happen before ""[3]: The antibodies identify and aggressively attack the virus to destroy it."" and before ""[4]: The immune system creates white blood cells to help fight off the virus."" In the NEW_PARAGRAPH_ORDER, this process becomes illogical. The immune system does not simply produce white blood cells without first having the antibodies identify and locate the virus. Producing white blood cells before identifying the virus would be a premature and inefficient response of the immune system.","[1] When a virus invades the body, [2] the immune system immediately creates white blood cells to help fight off the virus. [3] Afterward, the human immune system responds by using antibodies to locate the virus. [4] Finally, the antibodies identify and aggressively attack the virus to destroy it."
115,2597,1142Describe how oil spills can negatively affect marine life,1142,Describe how forest fires can negatively affect animals,Natural Sciences,Natural Sciences,Describe how oil spills can negatively affect marine life,Marine Biology,"(fire, destroys, habitat) like (oil, destroys, ecosystem)
 (smoke, blocks, sunlight) like (slick, blocks, oxygen)
 (heat, kills, vegetation) like (chemicals, kills, wildlife)","Forest fires can be devastating to the animal population living in the area. The fire can destroy their habitat, leaving them with no place to hide or live. The smoke from the fire can block out the sunlight, making it difficult for them to find food and access fresh water. Additionally, the extreme heat of the fire can kill vegetation, reducing the food sources available to the animals.","An oil spill can have a devastating effect on the marine environment, as the oil can destroy the delicate ecosystem. The slick of oil blocks the sunlight and oxygen from getting to the water, which causes the death of the plants and animals living in the water. Furthermore, the chemicals present in the oil can kill the wildlife in the area.",3.0,close analogy,,,,"[1]: An oil spill occurs in the marine environment.
[2]: The oil blocks the sunlight and oxygen from getting to the water, causing death of marine life.
[3]: The chemicals present in the oil kill the wildlife in the area.","[1]: An oil spill occurs in the marine environment.
[2]: The chemicals present in the oil kill the wildlife in the area.
[3]: The oil blocks the sunlight and oxygen from getting to the water, causing death of marine life.","By looking at INPUT_PARAGRAPH_ORDER, I observe that ""[2]: The oil blocks the sunlight and oxygen from getting to the water, causing death of marine life."" must happen before ""[3]: The chemicals present in the oil kill the wildlife in the area."". This is because the oil blocks the sunlight and oxygen first, and thus causes the immediate death of marine life. The toxic chemicals in the oil killing the wildlife is a later, secondary effect occurring after the initial damage. Swapping these events makes the order of effects of an oil spill illogical.","[1] An oil spill occurs in the marine environment. [2] Following the spill, the chemicals present in the oil immediately kill the wildlife in the area. [3] Subsequently, the oil blocks the sunlight and oxygen from getting to the water, causing further death of marine life."
116,2603,1143Describe how air pollution can negatively affect human health,1143,Describe how forest fires can negatively affect animals,Natural Sciences,Engineering,Describe how air pollution can negatively affect human health,Environmental Engineering,"(forest fires, release, smoke) like (air pollution, release, toxins) 
 (smoke, irritates, animals) like (toxins, irritates, humans) 
 (smoke, decreases, air quality) like (toxins, decreases, air quality)","Forest fires can have a negative impact on animals.
 When these fires burn, they release smoke which can irritate animals and decrease the air quality.
 The smoke can cause health issues for animals, including respiratory and eye problems, as well as difficulty breathing.
 The decrease in air quality can also cause long-term damage to animals, such as difficulty reproducing and an increased risk of disease.","Air pollution is the release of toxins into the atmosphere.
 These toxins can have a negative impact on human health since they can irritate the lungs and skin.
 In addition, the presence of these toxins can decrease the air quality, which can lead to a variety of health issues such as respiratory problems, headaches, and even cancer.",3.0,far analogy,,,,"[1]: Air pollution is the release of toxins into the atmosphere.
[2]: These toxins can have a negative impact on human health since they can irritate the lungs and skin.
[3]: The presence of these toxins can decrease the air quality, which can lead to a variety of health issues such as respiratory problems, headaches, and even cancer.","[1]: These toxins can have a negative impact on human health since they can irritate the lungs and skin.
[2]: Air pollution is the release of toxins into the atmosphere.
[3]: The presence of these toxins can decrease the air quality, which can lead to a variety of health issues such as respiratory problems, headaches, and even cancer.","By examining INPUT_PARAGRAPH_ORDER, it is clear that ""[1]: Air pollution is the release of toxins into the atmosphere."" must happen before ""[2]: These toxins can have a negative impact on human health since they can irritate the lungs and skin."" because toxins must first be released into the atmosphere before they can have an impact on human health. Keeping this in mind, the occurrence of ""[2]"" before ""[1]"" in the NEW_PARAGRAPH_ORDER is illogical. The toxins can't have an impact on human health if they are not already present in the atmosphere.","[1] Toxins can have a negative impact on human health since they can irritate the lungs and skin. [2] Following this, air pollution is the release of these toxins into the atmosphere. [3] After the release, the presence of these toxins can decrease the air quality, which can lead to a variety of health issues such as respiratory problems, headaches, and even cancer."
117,2604,1143Describe how air pollution can negatively affect animals,1143,Describe how forest fires can negatively affect animals,Natural Sciences,Natural Sciences,Describe how air pollution can negatively affect animals,Environmental Science,"(forest fire, produces, smoke) like (air pollution, produces, toxic particles)
 (forest fire, destroys, habitats) like (air pollution, damages, ecosystems)
 (forest fire, displaces, wildlife) like (air pollution, displaces, species)","Forest fires can cause a variety of negative impacts on animals. The smoke produced by the fire can adversely affect the respiratory systems of animals, leading to serious health issues. In addition, the fire can destroy habitats and displace wildlife, making it difficult for animals to find food and shelter. Finally, the fire can also cause physical injury to animals that become caught in the flames.","Air pollution produces toxic particles that can enter the air, water, and soil, damaging ecosystems and causing harm to animal life. These particles can cause respiratory problems, skin irritation, and even cancer. Additionally, air pollution can displace species by decreasing the availability of food and shelter, as well as alter their reproductive cycles. As a result, animals are unable to survive in their natural habitats, leading to a decrease in biodiversity.",3.0,close analogy,,,,"[1]: Air pollution produces toxic particles. 
[2]: These toxic particles enter the air, water, and soil, damaging ecosystems and causing harm to animal life.
[3]: These particles can cause respiratory problems, skin irritation, and even cancer.
[4]: Air pollution can displace species by decreasing the availability of food and shelter, and alter the animals' reproductive cycles.
[5]: Animals are unable to survive in their natural habitats, leading to a decrease in biodiversity.","[1]: Air pollution produces toxic particles. 
[2]: Animals are unable to survive in their natural habitats, leading to a decrease in biodiversity.
[3]: These toxic particles enter the air, water, and soil, damaging ecosystems and causing harm to animal life.
[4]: These particles can cause respiratory problems, skin irritation, and even cancer.
[5]: Air pollution can displace species by decreasing the availability of food and shelter, and alter the animals' reproductive cycles.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: These toxic particles enter the air, water, and soil, damaging ecosystems and causing harm to animal life."" must happen before ""[5]: Animals are unable to survive in their natural habitats, leading to a decrease in biodiversity."" The toxic particles changing ecosystems is a prerequisite to animals being unable to survive. Without the toxic particles causing damage, there wouldn't be a decrease in biodiversity due to pollution. So, switching these events is illogical because it doesn't make sense for animals to be unable to survive before any harmful damage from pollution has occurred.","[1] Air pollution produces toxic particles. [2] As a result, animals are unable to survive in their natural habitats, leading to a decrease in biodiversity. [3] These toxic particles then enter the air, water, and soil, damaging ecosystems and causing harm to animal life. [4] These particles can cause respiratory problems, skin irritation, and even cancer. [5] Finally, air pollution can displace species by decreasing the availability of food and shelter, and alter the animals' reproductive cycles."
118,2629,1150How does photosynthesis occur?,1150,How does a solar panel work?,Engineering,Natural Sciences,How does photosynthesis occur?,Biology,"(solar energy, powers, electric current) like (sunlight, powers, chemical reactions)
 (photovoltaic cells, convert, energy) like (chloroplasts, convert, energy)
 (electrical wires, distribute, power) like (plants, distribute, nutrients)","Solar energy powers an electric current within a solar panel. 
 The photovoltaic cells within the panel convert the energy from the sun into electricity. 
 The electrical wires then distribute this power throughout the panel. 
 The electric current is then used to power whatever the panel is connected to.","Photosynthesis occurs when sunlight powers chemical reactions within the chloroplasts of a plant.
 The chloroplasts are able to convert the energy from the sunlight into usable energy for the plant.
 This energy is then used to produce nutrients for the plant, which are then distributed throughout the plant.",3.0,far analogy,,,,"[1]: Sunlight powers chemical reactions within the chloroplasts of a plant.
[2]: The chloroplasts convert the energy from the sunlight into usable energy for the plant.
[3]: This energy is used to produce nutrients for the plant.
[4]: The nutrients are distributed throughout the plant.","[1]: The nutrients are distributed throughout the plant.
[2]: Sunlight powers chemical reactions within the chloroplasts of a plant.
[3]: The chloroplasts convert the energy from the sunlight into usable energy for the plant.
[4]: This energy is used to produce nutrients for the plant.","In INPUT_PARAGRAPH_ORDER, the order of events is logical because the sunlight must first power the chemical reactions which then allows the chloroplasts to convert this energy into a form that can be used by the plant. This energy is then used to produce nutrients which are finally distributed throughout the plant. In the NEW_PARAGRAPH_ORDER, it is illogical for the nutrients to be distributed before the sunlight powers the chemical reactions because the nutrients would not yet exist. Therefore, the nutrients cannot be distributed before the processes generating them have taken place.","[1] The nutrients are first distributed throughout the plant. [2] Then, sunlight powers chemical reactions within the chloroplasts of a plant. [3] Following this, the chloroplasts convert the energy from the sunlight into usable energy for the plant. [4] Finally, this energy is used to produce nutrients for the plant."
119,2660,1154How is a diamond formed?,1154,How is oil formed?,Natural Sciences,Natural Sciences,How is a diamond formed?,Geology,"(hydrocarbons, accumulate, sedimentary rock) like (carbon, accumulate, magma)
 (heat, causes, oil to become liquid) like (pressure, causes, diamond to become solid)
 (source rock, traps, oil) like (host rock, traps, diamond)","Oil is formed from hydrocarbons that accumulate in sedimentary rock over time.
 The heat from the Earth's mantle causes the hydrocarbons to become liquid and form oil.
 The oil is then trapped in source rock, which prevents it from escaping into the environment.","Diamonds are formed deep within the Earth when carbon accumulates in pockets of magma.
 The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.
 The host rock then traps the diamond, keeping it in place until it is mined.",3.0,Close analogy,,,,"[1]: Carbon accumulates in pockets of magma deep within the Earth.
[2]: The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.
[3]: The host rock traps the diamond, keeping it in place until it is mined.","[1]: The host rock traps the diamond, keeping it in place until it is mined.
[2]: Carbon accumulates in pockets of magma deep within the Earth.
[3]: The intense pressure from the Earth's mantle causes the carbon to crystallize and the diamond to become solid.","From the INPUT_PARAGRAPH_ORDER, we can see that ""[1]: Carbon accumulates in pockets of magma deep within the Earth."" must occur before ""[3]: The host rock traps the diamond, keeping it in place until it is mined."" because a diamond is created by accumulation of carbon and its transformation under intense pressure, which can then be trapped by the host rock. By reversing these events in NEW_PARAGRAPH_ORDER, it no longer makes sense, as the diamond cannot be trapped before it is even formed, thus leading to an illogical order in the paragraph.","[1] The host rock traps the diamond, keeping it in place until it is mined. [2] After the diamond is trapped, carbon accumulates in pockets of magma deep within the Earth. [3] Finally, the intense pressure from the Earth's mantle causes the accumulated carbon to crystallize and the diamond to become solid."
120,2701,1167How is the light of a star created?,1167,How is sunlight created?,Natural Sciences,Natural Sciences,How is the light of a star created?,Astrophysics,"(Sun, emits, light) like (Star, emits, light)
 (Nuclear fusion, produces, energy) like (Nuclear fusion, produces, energy) 
 (Photons, travel through, space) like (Photons, travel through, space)","Sunlight is created when the Sun emits light.
 The light is produced by the nuclear fusion of hydrogen atoms within the Sun, which results in the release of energy.
 This energy is in the form of photons, which travel through space and reach Earth.","Stars emit light due to the process of nuclear fusion.
 This process produces energy which is released in the form of photons.
 These photons travel through space to reach the Earth and create the visible light of a star.",3.0,close analogy,,,,"[1]: Stars undergo the process of nuclear fusion.
[2]: This process produces energy which is released in the form of photons.
[3]: These photons travel through space to reach the Earth and create the visible light of a star.","[1]: These photons travel through space to reach the Earth and create the visible light of a star.
[2]: Stars undergo the process of nuclear fusion.
[3]: This process produces energy which is released in the form of photons.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[1]: Stars undergo the process of nuclear fusion."" must happen before ""[3]: These photons travel through space to reach the Earth and create the visible light of a star."" because the star must first undergo nuclear fusion before it can emit the photons that travel through space to reach the Earth. If this sequence is reversed it is illogical because the photons that are emitted by the star come from the process of nuclear fusion. They can't travel through space before the process that creates them.","[1] The photons travel through space to reach the Earth and create the visible light of a star. [2] Following this, stars undergo the process of nuclear fusion. [3] After the fusion process, energy is produced which is released in the form of photons."
121,2706,1167How is language created?,1167,How is sunlight created?,Natural Sciences,Social Sciences,How is language created?,Linguistics,"(nuclear fusion, produces, energy) like (grammar, produces, meaning)
 (protons, collide, to create) like (words, combine, to create)
 (electromagnetic radiation, emitted, from the sun) like (speech, emitted, from the mouth)","Sunlight is created from nuclear fusion reactions in the core of the sun.
 In this process, the nuclei of hydrogen protons collide to create helium.
 The energy created from this reaction is emitted as electromagnetic radiation from the sun in the form of light and heat.","Language is created through grammar which produces meaning.
 Words are combined to create sentences that can be understood.
 These words are then spoken and emitted from the mouth.
 The combination of words, grammar, and speech allows us to communicate and understand each other.",3.0,Far analogy,,,,"[1]: A language is created through grammar which produces meaning.
[2]: Words are combined to create sentences that can be understood.
[3]: These words are then spoken and emitted from the mouth.
[4]: The combination of words, grammar, and speech allows us to communicate and understand each other.","[1]: A language is created through grammar which produces meaning.
[2]: These words are then spoken and emitted from the mouth.
[3]: Words are combined to create sentences that can be understood.
[4]: The combination of words, grammar, and speech allows us to communicate and understand each other.","Looking at INPUT_PARAGRAPH_ORDER, ""[2]: Words are combined to create sentences that can be understood."" should happen before ""[3]: These words are then spoken and emitted from the mouth."" The logical sequence of events is that sentences are formed by combining words before those sentences can be spoken. Words alone cannot be spoken and understood as they need to form sentences first. Hence, in NEW_PARAGRAPH_ORDER the sequence of event [2] and [3] is illogical.","[1] A language is created through grammar which produces meaning. [2] Then, these words are spoken and emitted from the mouth. [3] After speaking, words are combined to create sentences that can be understood. [4] Finally, the combination of words, grammar, and speech allows us to communicate and understand each other."
122,2747,1183How does a filter remove contaminants from water?,1183,How does a water purifier work?,Engineering,Natural Sciences,How does a filter remove contaminants from water?,Environmental Sciences,"(water purifier, filters, impurities) like (filter, removes, contaminants)
 (dissolved solids, removes, by absorption) like (toxins, removes, by adsorption)
 (sediment, collects, in a chamber) like (particles, collects, in a cartridge)","A water purifier works by filtering out impurities from incoming water.
 It does this by using a process of absorption to remove dissolved solids.
 The water purifier also collects sediment in a chamber to capture particles like dirt and sand.
 The process of filtration and absorption helps to ensure that the water is free from impurities.","Filters are used to remove contaminants from water.
 They are capable of removing most toxins from water by adsorption.
 The filter also acts as a physical barrier, collecting particles such as sediment and dust in a cartridge. These particles are then trapped and prevented from entering the water.",3.0,close analogy,,,,"[1]: Filters are used to remove contaminants from water.
[2]: They are capable of removing most toxins from water by adsorption.
[3]: The filter also acts as a physical barrier, collecting particles such as sediment and dust in a cartridge.
[4]: These particles are then trapped and prevented from entering the water.","[1]: Filters are used to remove contaminants from water.
[2]: These particles are then trapped and prevented from entering the water.
[3]: The filter also acts as a physical barrier, collecting particles such as sediment and dust in a cartridge.
[4]: They are capable of removing most toxins from water by adsorption.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[3]: The filter also acts as a physical barrier, collecting particles such as sediment and dust in a cartridge."" must happen before ""[4]: These particles are then trapped and prevented from entering the water."" because it is the physical barrier of the filter that traps particles such as sediment and dust. Without this initial trapping, the particles cannot be prevented from entering the water. Therefore, if the trapping of particles is stated to occur before the filter acts as a physical barrier, this makes NEW_PARAGRAPH_ORDER illogical.","[1] Filters are used to remove contaminants from water. [2] These particles are then trapped and prevented from entering the water. [3] After trapping the particles, the filter also acts as a physical barrier, collecting particles such as sediment and dust in a cartridge. [4] Finally, they are capable of removing most toxins from water by adsorption."
123,2755,1184How does a generator produce electricity?,1184,How does does a battery produce electricity?,Engineering,Engineering,How does a generator produce electricity?,Electrical Engineering,"(battery, produces, electrical current) like (generator, produces, electrical current)
 (electrochemical reaction, converts, chemical energy) like (mechanical energy, converts, electrical energy)
 (electrons, flow through, wires) like (electrons, flow through, coils)","A battery produces electricity by way of an electrochemical reaction which converts chemical energy into electrical current. This electrical current is then transferred to the electrical circuit, and electrons flow through the wires. The electrical current is then used to power the circuit.","Generators produce electrical current by converting mechanical energy into electrical energy.
 This is accomplished by spinning magnets inside coils of copper wire.
 The spinning magnets create a magnetic field which induces an electric field, resulting in a flow of electrons through the coils.
 The electric current is then transmitted to an electrical outlet, allowing it to be used in various applications.",3.0,close analogy,,,,"[1]: Generators producing electrical current by converting mechanical energy into electrical energy.
[2]: This is accomplished by spinning magnets inside coils of copper wire.
[3]: The spinning magnets create a magnetic field which induces an electric field, resulting in a flow of electrons through the coils.
[4]: The electric current is then transmitted to an electrical outlet, allowing it to be used in various applications.","[1]: Generators producing electrical current by converting mechanical energy into electrical energy.
[2]: The electric current is then transmitted to an electrical outlet, allowing it to be used in various applications.
[3]: This is accomplished by spinning magnets inside coils of copper wire.
[4]: The spinning magnets create a magnetic field which induces an electric field, resulting in a flow of electrons through the coils.","By looking at INPUT_PARAGRAPH_ORDER, I found that ""[2]: This is accomplished by spinning magnets inside coils of copper wire."" must happen before ""[4]: The electric current is then transmitted to an electrical outlet, allowing it to be used in various applications."" because the current can't be transmitted to an outlet before its generation. The process of spinning magnets inside coils which induces magnetic field to produce electric field and consequently the electric current needs to take place first before the transmission of current to outlet. So, it's illogical to transmit currents that have not yet been generated.","[1] Generators produce electrical current by converting mechanical energy into electrical energy. [2] The electric current is then transmitted to an electrical outlet, allowing it to be used in various applications. [3] This is accomplished by spinning magnets inside coils of copper wire. [4] The spinning magnets create a magnetic field which induces an electric field, resulting in a flow of electrons through the coils."
124,2766,1195How does a lion get food?,1195,How does an eagle get food?,Natural Sciences,Natural Sciences,How does a lion get food?,Zoology,"(eagle, locates, prey) like (lion, locates, prey)
 (eagle, swoops, prey) like (lion, pounces, prey)
 (eagle, catches, prey) like (lion, grabs, prey)","An eagle locates its prey by soaring above the ground and scanning for movements. Once the eagle spots its prey, it swoops down and catches it in its talons. The eagle then carries the prey to a safe place where it can consume it.","A lion locates its prey by using its keen sense of smell and sight. Once the prey is identified, the lion pounces on it, using its powerful muscles and claws to grab the prey and immobilize it. With its prey in its grasp, the lion can then feed.",3.0,close analogy,,,,"[1]: A lion locates its prey using its keen sense of smell and sight.
[2]: The lion pounces on the prey, using its powerful muscles and claws to grab and immobilize it.
[3]: With its prey in its grasp, the lion can then feed.","[1]: A lion locates its prey using its keen sense of smell and sight.
[2]: With its prey in its grasp, the lion can then feed.
[3]: The lion pounces on the prey, using its powerful muscles and claws to grab and immobilize it.","By reviewing INPUT_PARAGRAPH_ORDER, it is clear that ""[2]: The lion pounces on the prey, using its powerful muscles and claws to grab and immobilize it."" should come before ""[3]: With its prey in its grasp, the lion can then feed."" because the lion needs to pounce and immobilize its prey before it can feed on it. In the NEW_PARAGRAPH_ORDER, the feeding event is occurring before the lion has caught its prey, which is illogical.","[1] A lion locates its prey using its keen sense of smell and sight. [2] With its prey in its grasp, the lion can then feed. [3] After feeding, the lion pounces on the prey, using its powerful muscles and claws to grab and immobilize it."
